key,source_file,line_number,byte_offset,source_text,translation_zh,notes
Abyssal_Charm_Event,Tiny Rogues_Data\resources.assets,478,0xA37993,Take the strange charm?\nIt has an aura of chaos to it.,拿走奇怪的符咒吗？\n它有一种混乱的光环。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Vessel_Event_1,Tiny Rogues_Data\resources.assets,479,0xA379E8,Feed ... me ... souls ...,喂养...我...灵魂...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Vessel_Event_2,Tiny Rogues_Data\resources.assets,480,0xA37A1F,"Feed Souls? (5 Souls<sprite name=""Soul"">)\n<color=grey>Allows exchanging trait\nfor a new one.</color>\n<color=red>Cannot be cancelled!</color>","喂养灵魂？ (5 灵魂<sprite name=""Soul"">)\n<color=grey>允许将特质\n交换为新特质.</color>\n<color=red>无法取消！</color>","Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Vessel_Event_3,Tiny Rogues_Data\resources.assets,481,0xA37ACE,M-meh.\nNot interested in you.,M-meh.\n对你不感兴趣。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Vessel_Event_4,Tiny Rogues_Data\resources.assets,482,0xA37B0A,"You seem to not meet\nthe Soul Vessels requirements.\n<color=grey>(Requires to have at least 2 traits and 5 Souls<sprite name=""Soul"">.)</color>","你似乎不满足\n灵魂容器要求。\n<color=grey>（需要至少2个特质和5个灵魂<sprite name=""Soul"">。）</color>","Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Death_Wraith_Cut_Scene_1,Tiny Rogues_Data\resources.assets,483,0xA37BB9,"Your flesh is still bound to this world.\nYou can keep trying, but I tell you:\nYou have no choice!",你的肉体仍然与这个世界相连。\n你可以继续尝试，但我告诉你：\n你别无选择！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Death_Wraith_Cut_Scene_2,Tiny Rogues_Data\resources.assets,484,0xA37C3F,Whether you resist or accept your fate.\nDeath is inevitable!,无论你反抗还是接受命运.\n死亡是不可避免的！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Death_Wraith_Cut_Scene_3,Tiny Rogues_Data\resources.assets,485,0xA37C9F,No matter how often you\nyou vanquish my corporal form.\nI am still strong\nenough to stop you!,无论你多久\n你征服我的肉身.\n我仍然强大\n足以阻止你！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Death_Wraith_Cut_Scene_4,Tiny Rogues_Data\resources.assets,486,0xA37D21,Nothing awaits you beyond this path!\nStop attempting to resist your fate!,这条路之外没有什么在等待着你！\n停止试图抵抗你的命运！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Bonfire_Response_Death_Kill_#1,Tiny Rogues_Data\resources.assets,487,0xA37D8E,Death seems inevitable -\nfor now.\nLet's keep going.,死亡似乎不可避免 -\n 现在.\n让我们继续前进。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Bonfire_Response_Death_Kill_#2,Tiny Rogues_Data\resources.assets,488,0xA37DEC,A little further...\nProgress.\nDo it again.,再往前一点...\n进度.\n再做一次。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Bonfire_Response_Death_Kill_#3,Tiny Rogues_Data\resources.assets,489,0xA37E41,"It seems with each victory\nyou gain new strength.\nI wonder, I wonder...",似乎每次胜利\n你都会获得新的力量。\n我想知道，我想知道......,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Bonfire_Response_Death_Kill_#4,Tiny Rogues_Data\resources.assets,490,0xA37EB3,Your kind...\nYour kind performs remarkably well.\nWe are so close.,你的同类...\n你的同类表现非常好.\n我们非常接近。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Bonfire_Response_Death_Kill_#5,Tiny Rogues_Data\resources.assets,491,0xA37F1F,YES!\nMy friend...\nIt seems new challenges await.,是的！\n我的朋友...\n似乎有新的挑战在等待着。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Under_Construction,Tiny Rogues_Data\resources.assets,492,0xA37F7A,UNDER CONSTRUCTION,正在建设中,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dev_Message_1,Tiny Rogues_Data\resources.assets,493,0xA37FA9,But somebody left a note!,但有人留下了一张纸条！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dev_Message_2,Tiny Rogues_Data\resources.assets,494,0xA37FDA,Hello there!\nUnfortunately the abyss isn't done yet.\nIt will available in the next free Early Access Expansion:\nTiny Rogues: Into the Abyss,你好！\n不幸的是，深渊还没有完成。\n它将在下一个免费抢先体验扩展中提供：\nTiny Rogues：深入深渊,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dev_Message_3,Tiny Rogues_Data\resources.assets,495,0xA38080,I hope you are enjoying the\nBetween Heaven and Hell update.\nThank you for playing Tiny Rogues!\n-RubyDev,我希望您喜欢\n天堂与地狱之间的更新。\n感谢您玩Tiny Rogues！\n-RubyDev,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
April_1st_1,Tiny Rogues_Data\resources.assets,496,0xA38102,Why won't you die?,你为什么不死？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
April_1st_2,Tiny Rogues_Data\resources.assets,497,0xA3812A,"Nanomachines, son!",纳米机器，儿子！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
April_1st_3,Tiny Rogues_Data\resources.assets,498,0xA38152,They harden in response to physical trauma!,它们因身体创伤而变硬！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
April_1st_4,Tiny Rogues_Data\resources.assets,499,0xA38193,You can't hurt me!,你不能伤害我！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Goblin_King_1,Tiny Rogues_Data\resources.assets,500,0xA381BB,"Lost in my woods, eh?\nI will show no mercy!",在我的树林里迷路了，嗯？\n我不会手下留情！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Goblin_King_2,Tiny Rogues_Data\resources.assets,501,0xA38204,Zi-ki-Ki-ki-Ki!,Zi-ki-ki-ki-ki！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Goblin_King_Enrage,Tiny Rogues_Data\resources.assets,502,0xA38230,"Annoying critter!\nDon't worry, I'll squash you eventually!",烦人的小动物！\n别担心，我最终会压扁你！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Evil_Oak_1,Tiny Rogues_Data\resources.assets,503,0xA3828D,Your presence tarnishes\nthe sanctity of the forest.\nI will be the end of this.,你的存在玷污了\n森林的神圣性。\n我将结束这一切。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Evil_Oak_2,Tiny Rogues_Data\resources.assets,504,0xA382F7,Gro-gro-gro-gro!,格格格格格格格！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Evil_Oak_Enrage,Tiny Rogues_Data\resources.assets,505,0xA38321,"Are you prepared, to\nfeel the true wrath\nof the forest?",你准备好\n感受森林真正的愤怒\n了吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Mole_King_1,Tiny Rogues_Data\resources.assets,506,0xA38379,Looks like you dug\nyour way into trouble!,看来你给\n惹上了麻烦！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Mole_King_2,Tiny Rogues_Data\resources.assets,507,0xA383BE,Mu-hu-Hu-hu-Hu!,木呼呼呼！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Mole_King_Enrage,Tiny Rogues_Data\resources.assets,508,0xA383E8,Ouch! Ouch! Ouch!\nYou twerp!,哎呀！哎哟!哎哟！\n你这个笨蛋！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Rock_Golem_1,Tiny Rogues_Data\resources.assets,509,0xA38425,Noisy brat!\nYou dare to disturb my peace?\nThese caverns shall be your tomb.,吵闹的小子！\n你敢扰乱我的平静？\n这些洞穴将是你的坟墓。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Rock_Golem_2,Tiny Rogues_Data\resources.assets,510,0xA3848E,R-ROLrlRlOhHh!,R-ROLrlRlOhHh！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Rock_Golem_Enrage,Tiny Rogues_Data\resources.assets,511,0xA384B8,Your persistence rattles my stones.\nI will crush you into dust!,你的坚持让我的石头嘎嘎作响。\n我会把你碾成粉末！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Troll_1,Tiny Rogues_Data\resources.assets,512,0xA38519,A foolish human lost in the swamp?\nWhat a tasty surprise!,一个在沼泽中迷路的愚蠢人类？\n真是一个美味的惊喜！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Troll_2,Tiny Rogues_Data\resources.assets,513,0xA3856A,Nye-he-he-he!,嘿嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Troll_Enrage,Tiny Rogues_Data\resources.assets,514,0xA3858E,Argh!\nNot as foolish as expected!,哎呀！\n没有想象中那么愚蠢！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Tangle-Maw_Jaw_1,Tiny Rogues_Data\resources.assets,515,0xA385CC,"Mmm...\nI can smell your fear, ki-ke-ki-ke!\nFresh meat is so hard to come by!",嗯...\n我能闻到你的恐惧，咳咳咳咳！\n鲜肉很难得！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Tangle-Maw_Jaw_2,Tiny Rogues_Data\resources.assets,516,0xA3863A,Ki-ke-ki-ke-ki!,咳咳咳咳咳！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Tangle-Maw_Jaw_Enrage,Tiny Rogues_Data\resources.assets,517,0xA38669,Argh!\nYou've got some bite to you!\nKi-ke-ki-ke!,啊！\n你被咬了！\nKi-ke-ki-ke！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Shambling_Mound_1,Tiny Rogues_Data\resources.assets,518,0xA386BF,Who are you?\nYou don't belong here...,你是谁？\n你不属于这里......,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Shambling_Mound_2,Tiny Rogues_Data\resources.assets,519,0xA38706,GwoOoOooOoom!,咕咕咕咕！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Shambling_Mound_Enrage,Tiny Rogues_Data\resources.assets,520,0xA38734,Nobody can know...\nWe cannot let you leave.,没有人可以知道...\n我们不能让你离开。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Vermin_King_1,Tiny Rogues_Data\resources.assets,521,0xA38786,You dare to step into\nmy kingdom of filth?\nYou are garbage!\nAnd all garbage belongs to meee!,你敢踏入\n我的肮脏王国？\n你是垃圾！\n所有垃圾都是我的！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Vermin_King_2,Tiny Rogues_Data\resources.assets,522,0xA38802,Squi-squi-squi-squi!,吱吱吱吱！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
BOSS_Vermin_King_Enrage,Tiny Rogues_Data\resources.assets,523,0xA38833,Persistent flea!\nYou are not strong!\nYou will drown in toxic filth!,顽固的跳蚤！\n你不坚强！\n你会被有毒的污物淹死！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
